model,task,seed,success,length,reset_hash,prompt,reach,grasp,lift,min_reach_m,max_lift_m
500,D0,9038,0,220,3888c879dc762cada29c6c6c6f8839ec614a1505fa05899de220efdfc1e8d8ba,pick up the black bowl from table center and place it on the plate,1,0,0,0.06709978343207225,0.013454549862077059
500,D0,9039,0,220,a0a0b71631d8529f70a4f538d4d71908a6e832e6a9bf12dc36bda1a61883c233,pick up the black bowl from table center and place it on the plate,1,0,0,0.08502548244401208,2.786076397365278e-07
500,D0,9040,0,220,04a924c3f5bab9d9ec8fa6c4a76a62a6efbe5186563b7b5dcd522c239aa4e24c,pick up the black bowl from table center and place it on the plate,1,0,0,0.0992231674967643,2.786076397365278e-07
500,D0,9041,0,220,1130a5b8637933d25eec1d71a0e5fd45786310d0cad00548b7e2d15856cb5e96,pick up the black bowl from table center and place it on the plate,1,0,0,0.09329835260800162,2.786076397365278e-07
500,D0,9042,0,220,8eac1c962e40b3a800b8d9c1eb05bf13ba0f0e9eaa254e45059289ef8d93fe85,pick up the black bowl from table center and place it on the plate,1,0,0,0.09756574088478595,2.786076397365278e-07
500,D0,9043,0,220,7c980db2f5ccc2a325e5888e724f0fba1ffc450090d9861baeebe4e4b0268a06,pick up the black bowl from table center and place it on the plate,1,0,0,0.07594989656589549,0.0029835571978645836
500,D0,9044,0,220,4aa449d6b0d3e190d05267b87e02d523cbdc276254263a54f8d719582ba33830,pick up the black bowl from table center and place it on the plate,0,0,0,0.1643873434611915,2.786076397365278e-07
500,D0,9045,0,220,5043d88c4ba34ace525a341fa4bef10dcda80d77eb068856f75713cba767caed,pick up the black bowl from table center and place it on the plate,0,0,0,0.14840655864254806,2.786076397365278e-07
500,D0,9046,0,220,9e39a995f661ab187976da2307cf1fcf4385fd4ade3fa107b6e51128dad4d1d4,pick up the black bowl from table center and place it on the plate,1,0,0,0.0499631564831768,0.010958600485900027
500,D0,9047,0,220,e8654e4e3980b57b8c1e79cadd0c3cda4c5ea3de76d658fc89f580d039d242c0,pick up the black bowl from table center and place it on the plate,1,0,0,0.08746456082935293,2.786076397365278e-07
500,D0,9048,0,220,a680ad4c663a18aa5318b13aa5cc7bfbca5114eb1c5c0b00586c5048961e9d28,pick up the black bowl from table center and place it on the plate,1,0,0,0.0766693684124705,2.786076397365278e-07
500,D0,9049,0,220,bc4168f670a350e69667cd1b5d4535091f30096df55ee538e8fb1e86abdefdd7,pick up the black bowl from table center and place it on the plate,0,0,0,0.1407877494890264,2.786076397365278e-07
500,D1,9000,0,220,320bd4e69fa585f8535cf271e7d2540a8d6d5af6deedb9b3b969ef2572bfad21,pick up the black bowl next to the plate and place it on the plate,0,0,0,0.2964613427352312,2.786076397365278e-07
500,D1,9001,0,220,b93e417d8c84f16c04da169170b709563bbb5c10a6a1b65b0bf060f7e1b26f5a,pick up the black bowl next to the plate and place it on the plate,0,0,0,0.39666547264979096,2.786076397365278e-07
500,D1,9002,0,220,c697e1c72b21ca81329358cbe2f17694ec62f7ee14c1ed7d98550092012f4916,pick up the black bowl next to the plate and place it on the plate,0,0,0,0.3560753816407517,3.8543527236534203e-07
500,D1,9003,0,220,060eb6dfd25ba2cb5c88798bb0e163d546def0f5f617de5bdef718a4d9f2ded0,pick up the black bowl next to the plate and place it on the plate,0,0,0,0.3556882959064308,4.5141265048176393e-07
500,D1,9004,0,220,12f40fa0d2a1703bccb38e1e9a9f9d5bb2adacc01bb856762590775d1701faf9,pick up the black bowl next to the plate and place it on the plate,0,0,0,1.3917472878711286,0.0
500,D1,9005,0,220,de65a02d26ef4848d993755f375d5b4a5f08d8eb1d6e06432041e55786b74877,pick up the black bowl next to the plate and place it on the plate,0,0,0,0.3371900306915962,2.786076397365278e-07
500,D1,9006,0,220,f575923a9eb3eb96c5e3371daac3c35e6913d2810a7e86f2d30609f5b71b0b1c,pick up the black bowl next to the plate and place it on the plate,0,0,0,0.3348302333691863,0.0
500,D1,9007,0,220,6ba2c508a99e66d9e74bc4823bd4991d1d5c729dfd9e24c104edc3b1c4b40fe6,pick up the black bowl next to the plate and place it on the plate,0,0,0,0.34650874039544755,3.359470955865973e-07
500,D1,9008,0,220,4e229f430a73a056ac52cc8bcf85d7c9f2c31d88cf9f0e42b18290bb47e785ec,pick up the black bowl next to the plate and place it on the plate,0,0,0,0.3162238409529345,4.4731142001541713e-07
500,D1,9009,0,220,5aa7effdfb404707fbd952c18ba6bdd531c1c9f4ab5a44bd514ec937dce84dd3,pick up the black bowl next to the plate and place it on the plate,0,0,0,0.3426419308745436,2.786076397365278e-07
500,D1,9010,0,220,3db9d470f978819af14be3fc41cf85037f05228470784d6c685b1abd2a987c6d,pick up the black bowl next to the plate and place it on the plate,0,0,0,0.3782138419288932,2.786076398475501e-07
500,D1,9011,0,220,45cb3a9e999a09462d9f4b38d645d72f3702f2e55386e821da15a90b0672b04c,pick up the black bowl next to the plate and place it on the plate,0,0,0,0.440098410171376,0.0
500,D1,9012,0,220,9c77d1ca9de94157bbab7cff54b96083ee77bc314cc5ce5e9793a84b62ff582e,pick up the black bowl next to the plate and place it on the plate,0,0,0,0.369216926064467,2.945748577287688e-07
500,D1,9013,0,220,f7b22625cfec40e76dfbe5a606f39260d53478f2ddc59e00f902c64452a6de39,pick up the black bowl next to the plate and place it on the plate,0,0,0,0.2526873478239354,2.786076397365278e-07
500,D1,9014,0,220,3394c1c49a62761f5841c8042e31012b58a2592e4742d1fefef9c984f64b8295,pick up the black bowl next to the plate and place it on the plate,0,0,0,0.12944580630837535,2.786076397365278e-07
500,D1,9015,0,220,93717fde3c68d9841ee02e845030f7f1dc1256e166386539016c80e0dcaeb0b0,pick up the black bowl next to the plate and place it on the plate,0,0,0,0.3742863560618414,3.073506652517821e-07
500,D1,9016,0,220,61fbfbfec447a08abcb7de55897f965a65b7aa5f5c803b07ac0c1a53df44e754,pick up the black bowl next to the plate and place it on the plate,0,0,0,0.286717573760561,0.0
500,D1,9017,0,220,74a4d6c6c7228475d45b9581ba71572d23ca770dc29c9712126e52ce5fb4f22f,pick up the black bowl next to the plate and place it on the plate,0,0,0,0.3232953179396147,2.786076397365278e-07
500,D1,9018,0,220,1e5f002f13f59f1ba94982da00333784038e92c1d9c5205ff04889d5f227a06c,pick up the black bowl next to the plate and place it on the plate,0,0,0,0.3146749388263277,2.786076397365278e-07
500,D1,9019,0,220,ce2ec6231d55fc20e9b21c2694da06bde80cbe9b33139e7f40be793b26ac5b52,pick up the black bowl next to the plate and place it on the plate,0,0,0,0.39319502171044535,3.230304529422412e-07
500,D1,9020,0,220,adcff31447861e0c5440445bfa998f2a3dbed34cc95173edf90de199a3f6eff2,pick up the black bowl next to the plate and place it on the plate,0,0,0,0.29195618327751655,2.786076397365278e-07
500,D1,9021,0,220,47eae7174da9c811cb9916fc5d20eba016d66d6ff4b4791b84e420094858f3a4,pick up the black bowl next to the plate and place it on the plate,0,0,0,0.3188544933116169,2.786076397365278e-07
500,D1,9022,0,220,5c3242f57452ad654cd9f809cd8d8d266c9a6b813245bf64aabf770d90903c8d,pick up the black bowl next to the plate and place it on the plate,0,0,0,0.32562091827943995,0.0
500,D1,9023,0,220,801fa4111a290b23b9f8655a3aa209e3bb712b4fe21f8eb2a622b19c7870b309,pick up the black bowl next to the plate and place it on the plate,0,0,0,0.16850955543176604,2.786076397365278e-07
500,D1,9024,0,220,b8566a5a87d68ee8472024055b16420b6910b3d336df994de401456eb7cb3b3b,pick up the black bowl next to the plate and place it on the plate,0,0,0,0.22203352020538927,0.0
500,D1,9025,0,220,581c5c1f263ab385dc8531063451dab04da1d4c40a8de06e677347aa33f2c16e,pick up the black bowl next to the plate and place it on the plate,0,0,0,0.3193479570679627,3.2958420070894334e-07
500,D1,9026,0,220,ff25cc010803ef9f8f2a55cac8943aca173159e67cd682fffd4ddbbb700a00af,pick up the black bowl next to the plate and place it on the plate,0,0,0,0.28562737881899486,2.786076397365278e-07
500,D1,9027,0,220,bd4bc8748a8fc2b0d263ad15418a4d5ad6c2be410c5eb4405b68c0fd4c93e54c,pick up the black bowl next to the plate and place it on the plate,0,0,0,0.15723145216224196,0.0
500,D1,9028,0,220,008d6472a592754f93cc53397ffa1c900586548301d990565798921966d8573d,pick up the black bowl next to the plate and place it on the plate,0,0,0,0.37236866214355624,2.786076397365278e-07
500,D1,9029,0,220,89a0ab8bc976bb987f853e6eb50c7089647334a0255cbab2dc3cfde540e9be44,pick up the black bowl next to the plate and place it on the plate,0,0,0,0.3163539674443293,2.786076397365278e-07
500,D1,9030,0,220,2300b8b354f84670e07838dd62206f1a56a0155289d56bd4cb238a1a313f767e,pick up the black bowl next to the plate and place it on the plate,0,0,0,0.3322775606715832,2.786076397365278e-07
500,D1,9031,0,220,3270888d400edfeedeb7ff7afa2d237462d3995dffa1c5ed11f693fda6e928bb,pick up the black bowl next to the plate and place it on the plate,0,0,0,0.3677702923489321,0.0
500,D1,9032,0,220,2d65bf1940bb4fb39f8f9a7428bd61461295171cbaf53cd1cf34b66f5d689a10,pick up the black bowl next to the plate and place it on the plate,0,0,0,0.3140369047582218,2.786076397365278e-07
500,D1,9033,0,220,54ae24c579d148b7a80c8ea374f7261bbe293fa6fa3f205afd5c3459cb457459,pick up the black bowl next to the plate and place it on the plate,0,0,0,0.3712625029596157,4.29406540103372e-07
500,D1,9034,0,220,d055b308d16e325eecbd774fb3f76e106c0989eb4f4fca475ffd5ea39f2fbd74,pick up the black bowl next to the plate and place it on the plate,0,0,0,0.27323836564941756,2.786076397365278e-07
500,D1,9035,0,220,92a79394b4f1bd8b2c4017b52e0de7781af4cbe6a198c597ad435cd0db9bbdc4,pick up the black bowl next to the plate and place it on the plate,0,0,0,0.37247286324065276,2.786076397365278e-07
500,D1,9036,0,220,23b16c83d5010f3f1eaec01f8973e9ebe910901562c51fc196486eb86cdbb45c,pick up the black bowl next to the plate and place it on the plate,0,0,0,0.3284044418858523,2.786076397365278e-07
500,D1,9037,0,220,c44f194b22d1f7f88392b0582cfc8fbfa068300af354565d0fcc7def3f836615,pick up the black bowl next to the plate and place it on the plate,0,0,0,0.3765556979068418,2.786076397365278e-07
500,D1,9038,0,220,a4f0b2e41115224d31f0947934779ef9f026d999ef818fc779061b91c3d0ba18,pick up the black bowl next to the plate and place it on the plate,0,0,0,0.32895880578148745,2.786076397365278e-07
500,D1,9039,0,220,8c1f7f0beb9fb33d4648575714283263ccad6b1a28c12faec717ef10a0402928,pick up the black bowl next to the plate and place it on the plate,0,0,0,0.334600440676398,3.2413779549322896e-07
500,D1,9040,0,220,953c53394ce0807a7d8997e9735f8db6f4cb2125184a8b6c563ae7ad6f0ae6e1,pick up the black bowl next to the plate and place it on the plate,0,0,0,0.334741720708815,2.567198832403861e-07
500,D1,9041,0,220,f8a52fa9df4fcb6088cffcc5f2968854580329e4f1a7a14b6ad2e97e95a76d9a,pick up the black bowl next to the plate and place it on the plate,0,0,0,0.3430898013060836,2.786076397365278e-07
500,D1,9042,0,220,2cd16af33a15d30443d12b30dca7ca02dec8ef63ac313a77403b287b8fe32ebd,pick up the black bowl next to the plate and place it on the plate,0,0,0,0.3307675548662667,2.786076397365278e-07
500,D1,9043,0,220,10c0af74f7b0944ebf42488237c60b828e534cd18a839efe395c2d2770cdb30a,pick up the black bowl next to the plate and place it on the plate,0,0,0,0.3415450530779302,2.786076397365278e-07
500,D1,9044,0,220,2aafeb974c78c61516f909d9ae223bfe78097c06effe15d67055a8967ecdac8a,pick up the black bowl next to the plate and place it on the plate,0,0,0,0.3858298575623297,1.389844942467633e-07
500,D1,9045,0,220,3126bb7432170cee6a63b3c2d49209f32ea6b190325a25077f71ee4ec45019a8,pick up the black bowl next to the plate and place it on the plate,0,0,0,0.35758518611980894,2.786076397365278e-07
500,D1,9046,0,220,295fb62aeb167cb920155652aefbd6eab1ed7b2100dff7e827b9e3d0c8bfe05a,pick up the black bowl next to the plate and place it on the plate,0,0,0,0.28388344078070216,2.786076397365278e-07
500,D1,9047,0,220,759a776879e5c92e783db67ebd443e63198c7a24e6b9df7fc68d541322a2680b,pick up the black bowl next to the plate and place it on the plate,0,0,0,0.2761367603980273,3.644762778254318e-07
500,D1,9048,0,220,1c10f148481549493ba587d075dc418d2e1a080df405dbe208e030b993715e7c,pick up the black bowl next to the plate and place it on the plate,0,0,0,0.3382654052416775,2.786076397365278e-07
500,D1,9049,0,220,c1d61be53f9506e45a31d27b22b3ca680a9a9e160f2ec30f487a899161ea09c0,pick up the black bowl next to the plate and place it on the plate,0,0,0,0.3630875034911998,2.786076397365278e-07
1000,D0,9000,0,220,cda352e7ea02da5687eb4f746b963174955af404abc489875195ae14cc674af0,pick up the black bowl from table center and place it on the plate,1,0,0,0.06907621672114246,0.004753683625895344
1000,D0,9001,0,220,000d8086c3049c124ee92a67574e9d6f146d71be485c159c561dc901c380c5d7,pick up the black bowl from table center and place it on the plate,1,0,0,0.07820868248817454,0.00752532442032916
1000,D0,9002,0,220,e1396ef19ca740b00012e935c86bb951ceedd0086febf3558c65664867baba87,pick up the black bowl from table center and place it on the plate,1,0,0,0.08933137169834962,0.013907196625096763
1000,D0,9003,0,220,bbac12e3b3712b5e27d972cd1a8df5de2499aef29ba2a8bddc4c3d9065ce3cbd,pick up the black bowl from table center and place it on the plate,1,0,0,0.07766665839888297,0.011764100384207832
1000,D0,9004,0,220,4217789f67f3f135585eff2c6e7e7e757c050be95f5fc3618079017a628bb279,pick up the black bowl from table center and place it on the plate,1,0,0,0.08381222545946262,2.786076397365278e-07
1000,D0,9005,0,220,0064a3ba31d7d36cc7b98568e38312a78a2ee6b7df637d8de500b50501a894c2,pick up the black bowl from table center and place it on the plate,1,0,0,0.0727934509661304,0.014764928816976108
1000,D0,9006,1,109,8b856fe08b53ed0f69ca679f61bf85fd2f2b0a6df689ba6763c2cf74d380acaa,pick up the black bowl from table center and place it on the plate,1,1,1,0.05892497386006778,0.18528967857294898
1000,D0,9007,0,220,ece28a27e0cdea4f23f0552cfa90d14a90d3f4fe2212542e60df865e5c9aa2f9,pick up the black bowl from table center and place it on the plate,1,0,0,0.06691023270943591,0.0008630018413332552
1000,D0,9008,0,220,729bfc215a54df4bd6a30ed6387bfdb8206a75bd1289d51af9ea677f1b2d5aaf,pick up the black bowl from table center and place it on the plate,1,0,0,0.05922802828515809,0.01353086936546477
1000,D0,9009,0,220,b972b58b88a0dc8c343a2fa4ccc2ca9857254418af4b2f9cf867314eca4eab8a,pick up the black bowl from table center and place it on the plate,1,0,0,0.07354288959742791,2.786076397365278e-07
1000,D0,9010,0,220,b6d6cd4ef39e11f0df4d5f14a6460260f8af0d17540f340fd611743d00b60457,pick up the black bowl from table center and place it on the plate,1,0,0,0.08019278367528034,2.786076397365278e-07
1000,D0,9011,0,220,7aca0b8b247b3edff1114d879b0a3e64eae2976e012ae867c45d1b48244b4e6d,pick up the black bowl from table center and place it on the plate,1,0,0,0.07554726142151896,0.0017175408304388462
1000,D0,9012,0,220,03d04daad25128361ecf4b7600048e4eb61ae26653e23eefac36fe82db182085,pick up the black bowl from table center and place it on the plate,1,0,0,0.07312632652156852,0.0011501312436498212
1000,D0,9013,0,220,afb0bb9a3e9eb99d65948c4c5503645f5cf3844227e768d575603159af05126f,pick up the black bowl from table center and place it on the plate,1,0,0,0.09173692191880987,2.786076397365278e-07
1000,D0,9014,0,220,839be611de9e3c8f81732e7d0014efc4406528025babf34826ffc8ebc56d1b09,pick up the black bowl from table center and place it on the plate,0,0,0,0.1000159404533921,2.786076397365278e-07
1000,D0,9015,0,220,f9e93526155e334157e517ef256ceaa680b60b306eaa711d0cde97fd69d4ff6c,pick up the black bowl from table center and place it on the plate,1,0,0,0.07652860666393972,0.009848206262303427
1000,D0,9016,0,220,b2d874dca424ce3c5b8cc62fa285b432c44fa8ae429fa767b78a134fc0c425f1,pick up the black bowl from table center and place it on the plate,1,0,0,0.08133815047364584,0.013623976457987852
1000,D0,9017,0,220,1ab5d502113f4721f4e44976f29f665c9c0e3372f78549b54f8e04ebcb1ba5db,pick up the black bowl from table center and place it on the plate,1,0,0,0.07695707455904158,2.786076397365278e-07
1000,D0,9018,0,220,c4b2b90535e21008f866db6439ef88c5b120262ce1bcf582affbe0ae911d0fae,pick up the black bowl from table center and place it on the plate,1,0,0,0.06692802163002622,0.01466420994154316
1000,D0,9019,0,220,0c95b250f4b6108d45f40cf264fe6a3adaf91ea6f8d245f5338573be42b26d14,pick up the black bowl from table center and place it on the plate,1,0,0,0.08232091744693244,0.00791021523281632
1000,D0,9020,0,220,00decc6f64d3d60e0483b509e18cd2fb76e89dabe9de5b0a037490f514061d63,pick up the black bowl from table center and place it on the plate,1,0,0,0.08068619906190842,0.011662175544163156
1000,D0,9021,0,220,e6507e5c42593a4d1c2de3ea030650c66aa52ec66377c0ad09504b9f5958763b,pick up the black bowl from table center and place it on the plate,1,0,0,0.08783593868850396,0.009659134658671076
1000,D0,9022,0,220,75ab3f6956e5b3851e3270bc4a3e22c1f6362a3d12cf7b1092622184ecfb622d,pick up the black bowl from table center and place it on the plate,1,0,0,0.0901458259178435,2.786076397365278e-07
1000,D0,9023,0,220,f8012f6bcc54f1da0d16088a0d575467f62b143fca5b3cc39ac2f002b43e455d,pick up the black bowl from table center and place it on the plate,1,0,0,0.07532355373290991,0.0006632966625992331
1000,D0,9024,0,220,2f629c67d6c5d7fa6cfae9ff38fe2849067dada91ff46861cf4752fcae34ea70,pick up the black bowl from table center and place it on the plate,1,1,1,0.034401697085002375,0.2209037081874885
1000,D0,9025,0,220,5fa8be1166c684fde9b673140eebd54241694051ccf107f0d0cb99ecaa0a0cfb,pick up the black bowl from table center and place it on the plate,1,1,1,0.05937503157324396,0.19794213801725924
1000,D0,9026,0,220,ccbabcf8079cc42aeb308d3bba96afbf11add66e3ca56a14e3765b87da1098e6,pick up the black bowl from table center and place it on the plate,0,0,0,0.10057580624005209,2.786076397365278e-07
1000,D0,9027,0,220,da81a40d0fe36b28a223c0dd2be1216852a6b32a90ef6508283f11f6ba5b0ca2,pick up the black bowl from table center and place it on the plate,1,1,1,0.059563041607466324,0.16515579895388566
1000,D0,9028,0,220,5e275c597db019875e6f7eaa6221c44457d29d5defc904ffb2aa52f87450db6c,pick up the black bowl from table center and place it on the plate,1,0,0,0.09126001425467441,2.786076397365278e-07
1000,D0,9029,0,220,b6e021eb7ad3e768b6b28b65aa373f1deb1f0ce9b5274e7f4ad3f5d740e13756,pick up the black bowl from table center and place it on the plate,1,0,0,0.07519850744974046,0.0062830850250015224
1000,D0,9030,0,220,6bcf1fb385d46ec0503c85559da533da0feaf154756aa8028a8a46907c7419c8,pick up the black bowl from table center and place it on the plate,1,0,0,0.08244820240059475,2.786076397365278e-07
1000,D0,9031,1,122,9f87980700d859f1b5175c93cbb43767c0012c7ccfdcb6de86cc66158765c0b9,pick up the black bowl from table center and place it on the plate,1,1,1,0.05994881930263384,0.14533804680707574
1000,D0,9032,0,220,e273517e0dcbb53d3c16758c1f586ff3f7d72b99d284e4b060dd46b2a6536728,pick up the black bowl from table center and place it on the plate,1,1,1,0.06239764418964753,0.15069833716956693
1000,D0,9033,0,220,6af256b83ec84359072946ea2c39a23d2dbb13b58841ba083b7e22828c8651b5,pick up the black bowl from table center and place it on the plate,1,0,0,0.07902869119730978,0.01594365301775713
1000,D0,9034,0,220,4a321f552d57859a9117fddfc08c43a3aa6fc542d30dc7ba6aa825db1179b3e9,pick up the black bowl from table center and place it on the plate,1,0,0,0.07625516046827166,2.786076398475501e-07
1000,D0,9035,0,220,aa3e23cccee4195e458e1502cf47a7984b72fd20a244acd691fc6a13e025e644,pick up the black bowl from table center and place it on the plate,1,0,0,0.08798793953359772,2.786076397365278e-07
1000,D0,9036,0,220,bf94848651de0b05b74f4ab46dbf078c63267e2eae44e4ccceb28fb4cd7b770a,pick up the black bowl from table center and place it on the plate,1,0,0,0.07692249169891856,0.011556696756161111
1000,D0,9037,0,220,fcdffd3e266c5b9aedb7d9b2035f916982a8fe3dc197e713201ba974ab997d19,pick up the black bowl from table center and place it on the plate,1,0,0,0.07644797729464822,0.000543574395914459
1000,D0,9038,0,220,3888c879dc762cada29c6c6c6f8839ec614a1505fa05899de220efdfc1e8d8ba,pick up the black bowl from table center and place it on the plate,1,1,1,0.06262366775273882,0.21681886385475746
1000,D0,9039,0,220,a0a0b71631d8529f70a4f538d4d71908a6e832e6a9bf12dc36bda1a61883c233,pick up the black bowl from table center and place it on the plate,1,1,1,0.06960370948949726,0.13208672463619875
1000,D0,9040,0,220,04a924c3f5bab9d9ec8fa6c4a76a62a6efbe5186563b7b5dcd522c239aa4e24c,pick up the black bowl from table center and place it on the plate,1,0,0,0.07248780363878453,0.0159358897988483
1000,D0,9041,0,220,1130a5b8637933d25eec1d71a0e5fd45786310d0cad00548b7e2d15856cb5e96,pick up the black bowl from table center and place it on the plate,1,0,0,0.06906746226942514,0.002389273744139553
1000,D0,9042,0,220,8eac1c962e40b3a800b8d9c1eb05bf13ba0f0e9eaa254e45059289ef8d93fe85,pick up the black bowl from table center and place it on the plate,1,0,0,0.08016943954585945,0.011002820428278492
1000,D0,9043,0,220,7c980db2f5ccc2a325e5888e724f0fba1ffc450090d9861baeebe4e4b0268a06,pick up the black bowl from table center and place it on the plate,1,0,0,0.08559941197142115,2.786076397365278e-07
1000,D0,9044,0,220,4aa449d6b0d3e190d05267b87e02d523cbdc276254263a54f8d719582ba33830,pick up the black bowl from table center and place it on the plate,1,0,0,0.08530099429494456,0.00017416845158868544
1000,D0,9045,0,220,5043d88c4ba34ace525a341fa4bef10dcda80d77eb068856f75713cba767caed,pick up the black bowl from table center and place it on the plate,1,0,0,0.06628476380049608,0.0037846637914477066
1000,D0,9046,0,220,9e39a995f661ab187976da2307cf1fcf4385fd4ade3fa107b6e51128dad4d1d4,pick up the black bowl from table center and place it on the plate,1,0,0,0.08956219482200171,0.0003847783451580433
1000,D0,9047,0,220,e8654e4e3980b57b8c1e79cadd0c3cda4c5ea3de76d658fc89f580d039d242c0,pick up the black bowl from table center and place it on the plate,1,0,0,0.09689371858624536,0.012350502294712573
1000,D0,9048,0,220,a680ad4c663a18aa5318b13aa5cc7bfbca5114eb1c5c0b00586c5048961e9d28,pick up the black bowl from table center and place it on the plate,1,0,0,0.07729257871811673,0.0013510489488798294
1000,D0,9049,0,220,bc4168f670a350e69667cd1b5d4535091f30096df55ee538e8fb1e86abdefdd7,pick up the black bowl from table center and place it on the plate,1,0,0,0.06822815654103974,0.0013301859985676012
1000,D1,9000,0,220,320bd4e69fa585f8535cf271e7d2540a8d6d5af6deedb9b3b969ef2572bfad21,pick up the black bowl next to the plate and place it on the plate,0,0,0,0.23141788895190848,2.786076397365278e-07
1000,D1,9001,0,220,b93e417d8c84f16c04da169170b709563bbb5c10a6a1b65b0bf060f7e1b26f5a,pick up the black bowl next to the plate and place it on the plate,0,0,0,0.170439453035505,2.786076397365278e-07
1000,D1,9002,0,220,c697e1c72b21ca81329358cbe2f17694ec62f7ee14c1ed7d98550092012f4916,pick up the black bowl next to the plate and place it on the plate,0,0,0,0.31605163848654716,3.8543527236534203e-07
1000,D1,9003,0,220,060eb6dfd25ba2cb5c88798bb0e163d546def0f5f617de5bdef718a4d9f2ded0,pick up the black bowl next to the plate and place it on the plate,0,0,0,0.3201910943852051,4.5141265048176393e-07
1000,D1,9004,0,220,12f40fa0d2a1703bccb38e1e9a9f9d5bb2adacc01bb856762590775d1701faf9,pick up the black bowl next to the plate and place it on the plate,0,0,0,1.3917472878711286,0.0
1000,D1,9005,0,220,de65a02d26ef4848d993755f375d5b4a5f08d8eb1d6e06432041e55786b74877,pick up the black bowl next to the plate and place it on the plate,0,0,0,0.21318525516509473,2.786076397365278e-07
1000,D1,9006,0,220,f575923a9eb3eb96c5e3371daac3c35e6913d2810a7e86f2d30609f5b71b0b1c,pick up the black bowl next to the plate and place it on the plate,0,0,0,0.2994998734961455,0.0
1000,D1,9007,0,220,6ba2c508a99e66d9e74bc4823bd4991d1d5c729dfd9e24c104edc3b1c4b40fe6,pick up the black bowl next to the plate and place it on the plate,0,0,0,0.2667500812519794,3.359470955865973e-07
1000,D1,9008,0,220,4e229f430a73a056ac52cc8bcf85d7c9f2c31d88cf9f0e42b18290bb47e785ec,pick up the black bowl next to the plate and place it on the plate,0,0,0,0.31591382786159594,4.4731142001541713e-07
1000,D1,9009,0,220,5aa7effdfb404707fbd952c18ba6bdd531c1c9f4ab5a44bd514ec937dce84dd3,pick up the black bowl next to the plate and place it on the plate,0,0,0,0.2857014419656106,2.786076397365278e-07
1000,D1,9010,0,220,3db9d470f978819af14be3fc41cf85037f05228470784d6c685b1abd2a987c6d,pick up the black bowl next to the plate and place it on the plate,0,0,0,0.2510171681727958,2.786076397365278e-07
1000,D1,9011,0,220,45cb3a9e999a09462d9f4b38d645d72f3702f2e55386e821da15a90b0672b04c,pick up the black bowl next to the plate and place it on the plate,0,0,0,0.33103034745486243,0.0
1000,D1,9012,0,220,9c77d1ca9de94157bbab7cff54b96083ee77bc314cc5ce5e9793a84b62ff582e,pick up the black bowl next to the plate and place it on the plate,0,0,0,0.32408050383114195,2.945748577287688e-07
1000,D1,9013,0,220,f7b22625cfec40e76dfbe5a606f39260d53478f2ddc59e00f902c64452a6de39,pick up the black bowl next to the plate and place it on the plate,0,0,0,0.15814011692333127,0.00027891951557867944
1000,D1,9014,0,220,3394c1c49a62761f5841c8042e31012b58a2592e4742d1fefef9c984f64b8295,pick up the black bowl next to the plate and place it on the plate,0,0,0,0.1525335774745357,0.01192156115234011
1000,D1,9015,0,220,93717fde3c68d9841ee02e845030f7f1dc1256e166386539016c80e0dcaeb0b0,pick up the black bowl next to the plate and place it on the plate,0,0,0,0.3566514213875188,3.073506652517821e-07
1000,D1,9016,0,220,61fbfbfec447a08abcb7de55897f965a65b7aa5f5c803b07ac0c1a53df44e754,pick up the black bowl next to the plate and place it on the plate,0,0,0,0.21688055871242945,0.0
1000,D1,9017,0,220,74a4d6c6c7228475d45b9581ba71572d23ca770dc29c9712126e52ce5fb4f22f,pick up the black bowl next to the plate and place it on the plate,0,0,0,0.2951336382600761,2.786076397365278e-07
1000,D1,9018,0,220,1e5f002f13f59f1ba94982da00333784038e92c1d9c5205ff04889d5f227a06c,pick up the black bowl next to the plate and place it on the plate,0,0,0,0.28259126733558854,2.786076397365278e-07
1000,D1,9019,0,220,ce2ec6231d55fc20e9b21c2694da06bde80cbe9b33139e7f40be793b26ac5b52,pick up the black bowl next to the plate and place it on the plate,0,0,0,0.32561471100660466,3.230304529422412e-07
1000,D1,9020,0,220,adcff31447861e0c5440445bfa998f2a3dbed34cc95173edf90de199a3f6eff2,pick up the black bowl next to the plate and place it on the plate,0,0,0,0.27148987889790527,2.786076397365278e-07
1000,D1,9021,0,220,47eae7174da9c811cb9916fc5d20eba016d66d6ff4b4791b84e420094858f3a4,pick up the black bowl next to the plate and place it on the plate,0,0,0,0.2954983995004238,2.786076397365278e-07
1000,D1,9022,0,220,5c3242f57452ad654cd9f809cd8d8d266c9a6b813245bf64aabf770d90903c8d,pick up the black bowl next to the plate and place it on the plate,0,0,0,0.31755618058152,0.0
1000,D1,9023,0,220,801fa4111a290b23b9f8655a3aa209e3bb712b4fe21f8eb2a622b19c7870b309,pick up the black bowl next to the plate and place it on the plate,0,0,0,0.23837885326396632,2.786076397365278e-07
1000,D1,9024,0,220,b8566a5a87d68ee8472024055b16420b6910b3d336df994de401456eb7cb3b3b,pick up the black bowl next to the plate and place it on the plate,0,0,0,0.21315159357154462,0.0
1000,D1,9025,0,220,581c5c1f263ab385dc8531063451dab04da1d4c40a8de06e677347aa33f2c16e,pick up the black bowl next to the plate and place it on the plate,0,0,0,0.24718800422454118,3.2958420070894334e-07
